cat_code,cat_label,cluster_id,cluster_label,question_category,question_code,question_label,question_text,scale_or_logic
C110,Universita',C03,Edifici scolastici e formativi,qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C110,Universita',C03,Edifici scolastici e formativi,qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C110,Universita',C03,Edifici scolastici e formativi,qualitativa,D5-C03,Adeguamento normativo,"In che misura l'alternativa porta l'edificio alla conformità con le norme vigenti in materia antisismica, igienico-sanitaria e di accessibilità?","A: Raggiunge piena conformità a tutte le norme applicabili (NTC 2018, accessibilità, igiene). | M: Conformità parziale — risolve le criticità più rilevanti ma non tutte. | B: Conformità ai soli requisiti minimi o nessun miglioramento normativo rispetto allo stato attuale. | N: Non applicabile — l'alternativa non interviene sull'edificio (es. voucher, convenzione con privato)."
C110,Universita',C03,Edifici scolastici e formativi,qualitativa,D6-C03,Continuità del servizio,"In che misura l'alternativa garantisce la continuità del servizio educativo o sociale durante e dopo l'intervento, senza interruzioni critiche per l'utenza?",A: Nessuna interruzione del servizio o interruzione inferiore a 3 mesi con soluzione sostitutiva garantita. | M: Interruzione parziale e gestita (3–12 mesi) con servizio sostitutivo parziale. | B: Interruzione significativa (>12 mesi) o assenza di soluzione sostitutiva per l'utenza. | N: Non applicabile — l'alternativa non causa interruzioni del servizio (es. convenzione con privato già operativo).
C111,Altre Strutture Ricreative,C06,"Patrimonio culturale, sport e turismo",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C111,Altre Strutture Ricreative,C06,"Patrimonio culturale, sport e turismo",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C111,Altre Strutture Ricreative,C06,"Patrimonio culturale, sport e turismo",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C111,Altre Strutture Ricreative,C06,"Patrimonio culturale, sport e turismo",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C111,Altre Strutture Ricreative,C06,"Patrimonio culturale, sport e turismo",qualitativa,D5-C06,Domanda e utilizzo,In che misura l'alternativa risponde a una domanda documentata e garantisce un tasso di utilizzo sostenibile dell'infrastruttura o del servizio?,"A: Domanda documentata superiore all'offerta attuale, utilizzo atteso >70% della capacità. | M: Domanda presente con utilizzo atteso tra 40–70% della capacità. | B: Domanda incerta o utilizzo atteso inferiore al 40% della capacità. | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C111,Altre Strutture Ricreative,C06,"Patrimonio culturale, sport e turismo",qualitativa,D6-C06,Valore identitario,"In che misura l'alternativa preserva o valorizza elementi di identità culturale, storica o paesaggistica riconosciuti dalla comunità locale?","A: Intervento su bene di rilevanza identitaria riconosciuta (monumento, teatro storico, area archeologica) con piena valorizzazione. | M: Intervento su bene di rilevanza locale con valorizzazione parziale. | B: Nessun elemento identitario coinvolto o valorizzazione marginale. | N: Non applicabile — l'alternativa non ha incidenza su beni culturali o identitari."
C112,Impianti Sportivi,C06,"Patrimonio culturale, sport e turismo",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C112,Impianti Sportivi,C06,"Patrimonio culturale, sport e turismo",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C112,Impianti Sportivi,C06,"Patrimonio culturale, sport e turismo",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C112,Impianti Sportivi,C06,"Patrimonio culturale, sport e turismo",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C112,Impianti Sportivi,C06,"Patrimonio culturale, sport e turismo",qualitativa,D5-C06,Domanda e utilizzo,In che misura l'alternativa risponde a una domanda documentata e garantisce un tasso di utilizzo sostenibile dell'infrastruttura o del servizio?,"A: Domanda documentata superiore all'offerta attuale, utilizzo atteso >70% della capacità. | M: Domanda presente con utilizzo atteso tra 40–70% della capacità. | B: Domanda incerta o utilizzo atteso inferiore al 40% della capacità. | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C112,Impianti Sportivi,C06,"Patrimonio culturale, sport e turismo",qualitativa,D6-C06,Valore identitario,"In che misura l'alternativa preserva o valorizza elementi di identità culturale, storica o paesaggistica riconosciuti dalla comunità locale?","A: Intervento su bene di rilevanza identitaria riconosciuta (monumento, teatro storico, area archeologica) con piena valorizzazione. | M: Intervento su bene di rilevanza locale con valorizzazione parziale. | B: Nessun elemento identitario coinvolto o valorizzazione marginale. | N: Non applicabile — l'alternativa non ha incidenza su beni culturali o identitari."
C113,Strutture Fieristiche E Congressuali,C06,"Patrimonio culturale, sport e turismo",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C113,Strutture Fieristiche E Congressuali,C06,"Patrimonio culturale, sport e turismo",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C113,Strutture Fieristiche E Congressuali,C06,"Patrimonio culturale, sport e turismo",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C113,Strutture Fieristiche E Congressuali,C06,"Patrimonio culturale, sport e turismo",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C113,Strutture Fieristiche E Congressuali,C06,"Patrimonio culturale, sport e turismo",qualitativa,D5-C06,Domanda e utilizzo,In che misura l'alternativa risponde a una domanda documentata e garantisce un tasso di utilizzo sostenibile dell'infrastruttura o del servizio?,"A: Domanda documentata superiore all'offerta attuale, utilizzo atteso >70% della capacità. | M: Domanda presente con utilizzo atteso tra 40–70% della capacità. | B: Domanda incerta o utilizzo atteso inferiore al 40% della capacità. | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C113,Strutture Fieristiche E Congressuali,C06,"Patrimonio culturale, sport e turismo",qualitativa,D6-C06,Valore identitario,"In che misura l'alternativa preserva o valorizza elementi di identità culturale, storica o paesaggistica riconosciuti dalla comunità locale?","A: Intervento su bene di rilevanza identitaria riconosciuta (monumento, teatro storico, area archeologica) con piena valorizzazione. | M: Intervento su bene di rilevanza locale con valorizzazione parziale. | B: Nessun elemento identitario coinvolto o valorizzazione marginale. | N: Non applicabile — l'alternativa non ha incidenza su beni culturali o identitari."
C114,Teatri Ed Altre Strutture Per Lo Spettacolo,C06,"Patrimonio culturale, sport e turismo",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C114,Teatri Ed Altre Strutture Per Lo Spettacolo,C06,"Patrimonio culturale, sport e turismo",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C114,Teatri Ed Altre Strutture Per Lo Spettacolo,C06,"Patrimonio culturale, sport e turismo",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C114,Teatri Ed Altre Strutture Per Lo Spettacolo,C06,"Patrimonio culturale, sport e turismo",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C114,Teatri Ed Altre Strutture Per Lo Spettacolo,C06,"Patrimonio culturale, sport e turismo",qualitativa,D5-C06,Domanda e utilizzo,In che misura l'alternativa risponde a una domanda documentata e garantisce un tasso di utilizzo sostenibile dell'infrastruttura o del servizio?,"A: Domanda documentata superiore all'offerta attuale, utilizzo atteso >70% della capacità. | M: Domanda presente con utilizzo atteso tra 40–70% della capacità. | B: Domanda incerta o utilizzo atteso inferiore al 40% della capacità. | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C114,Teatri Ed Altre Strutture Per Lo Spettacolo,C06,"Patrimonio culturale, sport e turismo",qualitativa,D6-C06,Valore identitario,"In che misura l'alternativa preserva o valorizza elementi di identità culturale, storica o paesaggistica riconosciuti dalla comunità locale?","A: Intervento su bene di rilevanza identitaria riconosciuta (monumento, teatro storico, area archeologica) con piena valorizzazione. | M: Intervento su bene di rilevanza locale con valorizzazione parziale. | B: Nessun elemento identitario coinvolto o valorizzazione marginale. | N: Non applicabile — l'alternativa non ha incidenza su beni culturali o identitari."
C115,Altri Sostegni Per Il Mercato Del Lavoro,C03,Edifici scolastici e formativi,qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C115,Altri Sostegni Per Il Mercato Del Lavoro,C03,Edifici scolastici e formativi,qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C115,Altri Sostegni Per Il Mercato Del Lavoro,C03,Edifici scolastici e formativi,qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C115,Altri Sostegni Per Il Mercato Del Lavoro,C03,Edifici scolastici e formativi,qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C115,Altri Sostegni Per Il Mercato Del Lavoro,C03,Edifici scolastici e formativi,qualitativa,D5-C03,Adeguamento normativo,"In che misura l'alternativa porta l'edificio alla conformità con le norme vigenti in materia antisismica, igienico-sanitaria e di accessibilità?","A: Raggiunge piena conformità a tutte le norme applicabili (NTC 2018, accessibilità, igiene). | M: Conformità parziale — risolve le criticità più rilevanti ma non tutte. | B: Conformità ai soli requisiti minimi o nessun miglioramento normativo rispetto allo stato attuale. | N: Non applicabile — l'alternativa non interviene sull'edificio (es. voucher, convenzione con privato)."
C115,Altri Sostegni Per Il Mercato Del Lavoro,C03,Edifici scolastici e formativi,qualitativa,D6-C03,Continuità del servizio,"In che misura l'alternativa garantisce la continuità del servizio educativo o sociale durante e dopo l'intervento, senza interruzioni critiche per l'utenza?",A: Nessuna interruzione del servizio o interruzione inferiore a 3 mesi con soluzione sostitutiva garantita. | M: Interruzione parziale e gestita (3–12 mesi) con servizio sostitutivo parziale. | B: Interruzione significativa (>12 mesi) o assenza di soluzione sostitutiva per l'utenza. | N: Non applicabile — l'alternativa non causa interruzioni del servizio (es. convenzione con privato già operativo).
C116,Altri Strumenti Formativi E Di Work-Experience,C03,Edifici scolastici e formativi,qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C116,Altri Strumenti Formativi E Di Work-Experience,C03,Edifici scolastici e formativi,qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C116,Altri Strumenti Formativi E Di Work-Experience,C03,Edifici scolastici e formativi,qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C116,Altri Strumenti Formativi E Di Work-Experience,C03,Edifici scolastici e formativi,qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C116,Altri Strumenti Formativi E Di Work-Experience,C03,Edifici scolastici e formativi,qualitativa,D5-C03,Adeguamento normativo,"In che misura l'alternativa porta l'edificio alla conformità con le norme vigenti in materia antisismica, igienico-sanitaria e di accessibilità?","A: Raggiunge piena conformità a tutte le norme applicabili (NTC 2018, accessibilità, igiene). | M: Conformità parziale — risolve le criticità più rilevanti ma non tutte. | B: Conformità ai soli requisiti minimi o nessun miglioramento normativo rispetto allo stato attuale. | N: Non applicabile — l'alternativa non interviene sull'edificio (es. voucher, convenzione con privato)."
C116,Altri Strumenti Formativi E Di Work-Experience,C03,Edifici scolastici e formativi,qualitativa,D6-C03,Continuità del servizio,"In che misura l'alternativa garantisce la continuità del servizio educativo o sociale durante e dopo l'intervento, senza interruzioni critiche per l'utenza?",A: Nessuna interruzione del servizio o interruzione inferiore a 3 mesi con soluzione sostitutiva garantita. | M: Interruzione parziale e gestita (3–12 mesi) con servizio sostitutivo parziale. | B: Interruzione significativa (>12 mesi) o assenza di soluzione sostitutiva per l'utenza. | N: Non applicabile — l'alternativa non causa interruzioni del servizio (es. convenzione con privato già operativo).
C117,Contributi Ed Incentivi Al Lavoro,C12,"Attività produttive, agricoltura e ricerca",qualitativa,D1,Ammissibilità,"L'alternativa è realizzabile rispetto ai vincoli normativi, urbanistici e di titolarità applicabili al contesto specifico?","A: Nessun vincolo ostativo. Titolo sull'area/immobile acquisito o acquisibile senza procedure straordinarie. Conformità urbanistica verificata. Per categorie SM: accreditamento del soggetto erogatore verificato o verificabile. | M: Vincoli presenti ma superabili con procedure ordinarie già avviate o avviabili. | B: Vincoli significativi che richiedono procedure complesse o tempi incerti (variante urbanistica, espropri, accreditamento non ancora ottenuto). | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C117,Contributi Ed Incentivi Al Lavoro,C12,"Attività produttive, agricoltura e ricerca",qualitativa,D2,Efficacia sul fabbisogno,In che misura questa alternativa risolve il fabbisogno dichiarato in termini di copertura del gap e qualità del servizio erogato?,A: Copre integralmente o quasi il gap tra domanda attuale e offerta esistente. Qualità del servizio attesa in linea con gli standard di riferimento. | M: Copre parzialmente il gap. Qualità adeguata ma con limitazioni strutturali. | B: Copertura marginale del fabbisogno o qualità significativamente inferiore agli standard. | N: Non applicabile — l'alternativa non incide direttamente sul fabbisogno dichiarato.
C117,Contributi Ed Incentivi Al Lavoro,C12,"Attività produttive, agricoltura e ricerca",qualitativa,D3,Sostenibilità operativa,"L'ente è in grado di sostenere i costi operativi e garantire la continuità del servizio per tutta la vita utile dell'intervento, senza dipendenza critica da fattori esterni non controllabili?",A: OPEX sostenibile entro la soglia dichiarata dall'ente. Per categorie SM: il soggetto erogatore ha solidità contrattuale e il servizio non dipende da un singolo operatore. | M: OPEX sostenibile con margine ridotto oppure dipendenza da rinnovi contrattuali periodici gestibili. | B: OPEX a rischio di insostenibilità oppure dipendenza critica da soggetto privato unico o da rinnovi incerti. | N: Non applicabile — l'alternativa non genera costi operativi ricorrenti per l'ente.
C117,Contributi Ed Incentivi Al Lavoro,C12,"Attività produttive, agricoltura e ricerca",qualitativa,D4,Impatto ambientale e territoriale,"Qual è l'incidenza dell'alternativa sul contesto ambientale, paesaggistico e territoriale, inclusi consumo di suolo, emissioni e impatti sulla comunità locale?","A: Impatto trascurabile o positivo. Nessun consumo di suolo aggiuntivo. Nessuna interferenza con vincoli ambientali o paesaggistici. | M: Impatto limitato e mitigabile con misure ordinarie. | B: Impatto significativo che richiede misure di mitigazione rilevanti o genera opposizione attesa dalla comunità. | N: Non applicabile — l'alternativa non interviene fisicamente sul territorio o sull'edificio (es. voucher, convenzione con privato)."
C117,Contributi Ed Incentivi Al Lavoro,C12,"Attività produttive, agricoltura e ricerca",qualitativa,D5-C12,Occupazione attivata,Quanti posti di lavoro equivalenti a tempo pieno (ETP) vengono attivati direttamente e indirettamente dall'alternativa nel territorio?,"A: >50 ETP attivati direttamente e indirettamente. | M: 10–50 ETP. | B: <10 ETP o impatto occupazionale non documentabile. | N: Il fattore è trascurabile, assente o non applicabile a questa alternativa. Contributo al punteggio: zero."
C117,Contributi Ed Incentivi Al Lavoro,C12,"Attività produttive, agricoltura e ricerca",qualitativa,D6-C12,Leva privata,In che misura l'investimento pubblico catalizza investimenti privati aggiuntivi nel territorio (effetto leva)? Per impresa sociale e terzo settore: leva intesa come attivazione di risorse private e di volontariato aggiuntive rispetto all'investimento pubblico.,A: Leva >3x il CAPEX pubblico — l'intervento pubblico sblocca o attrae investimenti privati o risorse del terzo settore significativi. | M: Leva 1–3x — l'intervento pubblico accompagna investimenti già in corso. | B: Leva <1x o nessun effetto documentabile su investimenti privati o risorse del terzo settore. | N: Non applicabile — l'alternativa non ha effetti diretti sull'attrattività per investimenti privati.
